45.60096,-73.53228,Mercier-Hochelaga-Maisonneuve,p427
45.580206,-73.558975,Mercier-Hochelaga-Maisonneuve,p428
45.580795,-73.560745,Mercier-Hochelaga-Maisonneuve,p429
45.550709,-73.534164,Mercier-Hochelaga-Maisonneuve,p430
45.577983,-73.552228,Mercier-Hochelaga-Maisonneuve,p431
45.578647,-73.554226,Mercier-Hochelaga-Maisonneuve,p432
45.589196,-73.526428,Mercier-Hochelaga-Maisonneuve,p433
45.590777,-73.52565,Mercier-Hochelaga-Maisonneuve,p434
45.558527,-73.533423,Mercier-Hochelaga-Maisonneuve,p435
45.523256,-73.55378,Ville-Marie,p436
45.522502,-73.554479,Ville-Marie,p437
45.521845,-73.555104,Ville-Marie,p438
45.526408,-73.550865,Ville-Marie,p439
45.526809,-73.550491,Ville-Marie,p440
45.565299,-73.588649,Villeray-Saint-Michel-Parc-Extension,p441
45.565406,-73.588577,Villeray-Saint-Michel-Parc-Extension,p442
45.569759,-73.635932,Villeray-Saint-Michel-Parc-Extension,p443
45.570211,-73.636953,Villeray-Saint-Michel-Parc-Extension,p444
45.569941,-73.633164,Villeray-Saint-Michel-Parc-Extension,p445
45.571219,-73.636071,Villeray-Saint-Michel-Parc-Extension,p446
45.56694,-73.62629,Villeray-Saint-Michel-Parc-Extension,p447
45.56733,-73.627185,Villeray-Saint-Michel-Parc-Extension,p448
45.578279,-73.612554,Villeray-Saint-Michel-Parc-Extension,p449
45.566094,-73.581475,Rosemont-La Petite-Patrie,p450
45.567282,-73.585305,Rosemont-La Petite-Patrie,p451
45.565529,-73.581966,Rosemont-La Petite-Patrie,p452
45.566718,-73.585796,Rosemont-La Petite-Patrie,p453
45.59579,-73.523284,Mercier-Hochelaga-Maisonneuve,p454
45.596482,-73.522898,Mercier-Hochelaga-Maisonneuve,p455
45.595746,-73.520411,Mercier-Hochelaga-Maisonneuve,p456
45.596478,-73.520049,Mercier-Hochelaga-Maisonneuve,p457
45.555196,-73.550821,Mercier-Hochelaga-Maisonneuve,p458
45.530692,-73.544972,Ville-Marie,p459
45.53128,-73.546463,Ville-Marie,p460
45.532432,-73.549428,Ville-Marie,p461
45.533517,-73.552212,Ville-Marie,p462
45.533684,-73.552623,Ville-Marie,p463
45.53401,-73.553458,Ville-Marie,p464
45.534169,-73.553874,Ville-Marie,p465
45.53496,-73.555932,Ville-Marie,p466
45.526392,-73.573456,Le Plateau-Mont-Royal,p467
45.526628,-73.57395,Le Plateau-Mont-Royal,p468
